,sale_date,bedrooms,bathrooms,house_floors,kcgs_waterfront,kcgs_view,kcgs_condition,kcgs_grade,year_construction,year_renovation,zip_code,price,m2_living,m2_lot,m2_above,m2_basement,m2_living_2015,m2_lot_2015
1425,15.07.14,4,3.0,2.0,0,0,3,9,2014,0,98075,907687,331,631,272,59,331,547
1426,04.11.14,4,4.0,2.0,0,0,3,9,2014,0,98074,922755,331,460,331,0,329,511
1427,04.09.14,5,4.0,2.0,0,0,3,8,2013,0,98106,616950,331,465,261,70,270,467
1428,30.06.14,4,3.0,3.0,0,0,3,8,2014,0,98052,882566,331,489,331,0,299,455
1429,03.10.14,4,4.0,2.0,0,0,3,10,2014,0,98075,882990,331,610,331,0,345,610
1430,01.11.14,4,3.0,2.0,0,0,3,10,2014,0,98004,1750000,331,834,331,0,320,1192
1431,24.07.14,4,3.0,2.0,0,0,3,9,2014,0,98053,895990,330,610,330,0,337,524
1432,08.04.15,4,3.0,1.0,0,0,5,8,1966,0,98188,469000,330,1295,195,135,191,836
1433,09.07.14,4,4.0,1.0,0,2,3,11,1999,0,98006,1360000,330,1022,210,120,381,930
1434,29.10.14,5,4.0,2.0,0,0,3,9,1998,0,98118,810000,330,892,237,93,189,892
1435,05.11.14,5,3.0,2.0,0,0,3,8,1968,0,98034,575000,330,743,330,0,196,743
1436,19.04.15,6,3.0,2.0,0,0,3,8,1925,0,98144,895000,330,607,330,0,292,579
1437,30.04.15,4,3.0,2.0,0,0,3,9,2006,0,98065,685000,330,1019,330,0,330,798
1438,22.07.14,4,3.0,2.0,0,0,4,9,1991,0,98077,730000,330,3317,330,0,311,3319
1439,16.04.15,3,3.0,2.0,0,0,3,9,1989,0,98077,775000,330,3049,330,0,304,3253
1440,16.08.14,4,4.0,2.0,0,0,3,11,2004,0,98075,959900,330,1408,330,0,403,1408
1441,15.05.14,4,2.0,2.0,0,0,3,9,1962,2002,98039,2100000,330,1846,330,0,279,1846
1442,02.07.14,4,3.0,2.0,0,0,4,10,1990,0,98011,720000,330,1146,203,127,295,1202
1443,29.12.14,4,3.0,2.0,0,0,3,9,1996,0,98027,920000,330,951,330,0,308,851
1444,16.06.14,6,3.0,1.0,0,0,4,8,1948,0,98125,450000,330,1095,275,55,219,822
1445,28.10.14,3,3.0,2.0,0,0,3,10,1977,0,98014,545000,330,12671,330,0,286,19999
1446,17.07.14,5,3.0,2.0,0,0,3,7,1960,0,98033,580000,330,892,330,0,313,892
1447,20.05.14,4,3.0,2.0,0,0,3,9,2007,0,98065,625000,330,748,330,0,364,732
1448,16.07.14,4,3.0,2.0,0,0,3,9,2014,0,98059,659950,330,874,330,0,330,876
1449,23.01.15,4,3.0,2.0,0,0,3,9,2013,0,98052,952990,330,609,330,0,292,522
1450,24.06.14,4,3.0,1.0,0,0,3,8,2010,0,98006,859000,330,1292,170,160,257,1134
1451,12.02.15,4,3.0,2.0,0,0,3,10,2007,0,98052,880000,330,801,330,0,122,906
1452,10.11.14,3,3.0,1.0,0,0,3,10,2005,0,98027,1030000,329,912,243,87,337,716
1453,04.12.14,4,4.0,2.0,0,0,3,10,2003,0,98055,550000,329,441,329,0,308,526
1454,09.04.15,4,3.0,2.0,0,0,3,8,1988,0,98006,1030000,329,948,253,76,258,996
1455,10.04.15,4,3.0,2.0,0,0,3,10,2003,0,98052,899000,329,869,329,0,305,701
1456,03.12.14,4,3.0,2.0,0,0,3,10,1940,0,98112,2200000,329,1031,279,50,319,763
1457,31.10.14,5,4.0,1.0,0,2,3,10,2005,0,98033,1350000,329,555,186,143,262,560
1458,08.12.14,4,3.0,2.0,0,0,3,10,1998,0,98075,820000,329,1256,329,0,329,1072
1459,30.07.14,5,2.0,2.0,0,3,3,9,1970,0,98125,775000,329,927,329,0,212,669
1460,24.07.14,4,3.0,2.0,0,1,4,8,1947,0,98199,784000,329,659,183,146,204,558
1461,05.01.15,5,5.0,2.0,0,0,4,8,1926,0,98188,707000,329,1972,273,56,120,1119
1462,02.12.14,4,3.0,2.0,0,0,3,10,1996,0,98006,925000,329,1688,329,0,384,1039
1463,07.07.14,3,3.0,2.0,0,0,3,10,1989,0,98053,888550,329,3562,329,0,329,3339
1464,12.03.15,4,3.0,2.0,0,0,3,9,2007,0,98033,920000,329,651,329,0,200,956
1465,18.09.14,4,3.0,2.0,0,0,3,9,2014,0,98074,888990,329,511,329,0,329,511
1466,09.05.14,4,4.0,2.0,0,0,3,9,2007,0,98014,800000,329,14817,329,0,180,36435
1467,22.06.14,4,4.0,2.0,0,1,3,10,1987,0,98034,874150,328,1339,239,89,295,1411
1468,14.10.14,3,3.0,2.0,0,0,3,10,1994,0,98053,760000,328,6490,328,0,331,6901
1469,08.11.14,5,4.0,2.0,0,0,3,10,2013,0,98040,1610000,328,1232,328,0,310,1232
1470,13.08.14,5,4.0,2.0,0,0,3,7,1999,0,98019,487500,328,20304,221,107,196,19647
1471,22.04.15,4,4.0,2.0,0,0,3,11,1986,0,98052,995000,328,1860,328,0,358,1924
1472,05.03.15,4,3.0,2.0,0,0,4,9,1986,0,98072,910000,328,4575,328,0,349,4575
1473,16.06.14,4,4.0,2.0,0,0,5,8,1958,0,98199,1100000,328,781,244,84,217,764
1474,24.02.15,3,3.0,3.0,0,0,4,10,1985,0,98042,583500,328,1208,328,0,275,1208
1475,05.05.15,4,3.0,2.0,0,0,3,8,1940,0,98105,1660000,328,511,266,62,264,511
1476,19.06.14,5,2.0,2.0,0,0,3,9,1925,0,98144,930000,328,872,328,0,381,855
1477,28.08.14,3,3.0,2.0,0,0,3,10,1997,0,98006,898000,328,906,328,0,299,858
1478,13.05.14,5,5.0,2.0,0,0,3,10,2001,0,98040,1400000,328,736,328,0,163,857
1479,07.10.14,4,4.0,2.0,0,0,3,10,1992,0,98023,510000,328,1016,328,0,312,1046
1480,01.07.14,3,3.0,1.0,1,3,3,9,1930,1993,98040,2370000,328,1622,171,157,328,1609
1481,29.09.14,4,4.0,2.0,0,0,3,9,2000,0,98177,695000,328,669,247,81,261,753
1482,20.04.15,3,3.0,2.0,0,0,3,10,2006,0,98028,600000,328,776,328,0,180,892
1483,27.02.15,4,3.0,2.0,0,0,3,10,2014,0,98075,908990,328,636,328,0,328,933
1484,06.11.14,4,4.0,2.0,0,0,3,10,2007,0,98033,1280000,328,755,328,0,247,755
1485,23.04.15,3,4.0,2.0,0,0,3,9,2015,0,98109,1550000,328,457,247,81,177,390
1486,30.06.14,4,4.0,2.0,0,0,3,10,2007,0,98033,963000,328,798,328,0,230,838
1487,28.10.14,3,4.0,2.0,0,0,3,10,2008,0,98103,1500000,328,336,220,108,165,336
1488,23.01.15,4,3.0,2.0,0,0,3,7,2005,0,98198,340000,328,669,328,0,231,669
1489,04.05.15,4,4.0,2.0,0,0,3,10,1997,0,98075,911000,328,1483,328,0,338,1402
1490,11.03.15,5,3.0,2.0,0,0,4,10,2001,0,98199,1100000,327,590,327,0,234,581
1491,01.10.14,4,3.0,2.0,0,0,3,10,1991,0,98074,810000,327,1433,327,0,316,1994
1492,31.12.14,3,3.0,3.0,0,0,3,9,2004,0,98092,905000,327,22063,327,0,215,15424
1493,14.11.14,4,3.0,2.0,0,0,4,10,1992,0,98077,864500,327,3345,327,0,298,3345
1494,02.05.15,4,3.0,2.0,0,0,3,9,2006,0,98052,760000,327,752,327,0,229,435
1495,24.07.14,4,3.0,2.0,0,0,4,10,1993,0,98027,905000,327,1133,327,0,322,1052
1496,15.10.14,4,3.0,1.0,1,4,4,9,1951,0,98136,1660000,327,1784,181,146,228,651
1497,01.12.14,3,2.0,1.0,0,4,4,8,1960,0,98116,775000,327,1148,142,185,199,725
1498,28.10.14,4,3.0,2.0,0,2,4,10,1981,0,98072,1400000,327,11943,327,0,303,7408
1499,23.06.14,4,4.0,2.0,0,0,5,8,1913,0,98109,1220000,327,367,204,123,215,439
1500,11.12.14,4,4.0,1.0,0,2,4,9,1978,0,98006,1110000,327,1799,187,140,244,1799
1501,11.03.15,4,2.0,2.0,0,0,4,8,1929,0,98108,589500,327,458,211,116,159,502
1502,25.07.14,3,4.0,2.0,0,2,3,8,2005,0,98022,470000,327,3300,257,71,266,3682
1503,25.03.15,4,3.0,2.0,0,3,3,10,1929,0,98199,1400000,327,726,292,35,259,617
1504,11.11.14,5,3.0,2.0,0,0,4,8,1985,0,98027,632000,327,3398,195,132,279,3398
1505,23.06.14,4,3.0,1.0,0,0,3,8,1954,0,98107,800000,327,455,184,143,146,200
1506,18.08.14,4,3.0,2.0,0,0,3,10,1998,0,98074,828000,327,920,327,0,324,898
1507,03.03.15,5,4.0,2.0,0,0,3,9,2008,0,98119,1500000,327,502,223,104,126,335
1508,11.07.14,4,3.0,2.0,0,0,3,9,2014,0,98074,859990,327,511,327,0,310,511
1509,19.09.14,4,4.0,2.0,0,0,3,9,2012,0,98053,795000,327,488,327,0,299,537
1510,13.05.14,4,3.0,3.0,0,0,3,9,2006,0,98136,870000,327,629,246,81,272,600
1511,11.11.14,4,3.0,2.0,0,0,3,10,1988,0,98053,915000,326,2607,326,0,269,2630
1512,09.04.15,4,3.0,2.0,0,0,4,10,1966,0,98040,1260000,326,1217,326,0,300,1184
1513,14.04.15,5,3.0,1.0,0,2,3,8,1959,0,98040,1370000,326,1287,172,154,249,813
1514,26.02.15,4,3.0,2.0,0,0,4,9,1976,0,98005,970000,326,1153,326,0,279,1228
1515,05.05.15,4,3.0,1.0,0,0,4,9,1957,0,98005,931088,326,1617,179,147,254,1126
1516,23.05.14,4,2.0,1.0,0,2,3,8,1965,1982,98166,554820,326,1199,205,121,235,1500
1517,08.05.14,6,3.0,3.0,0,0,4,10,1906,0,98112,1750000,326,535,326,0,321,535
1518,21.04.15,3,3.0,2.0,0,0,3,9,2002,0,98075,948000,326,913,326,0,326,984
1519,01.05.15,3,3.0,2.0,0,0,3,10,1990,0,98038,674950,326,8582,326,0,276,3445
1520,31.03.15,4,3.0,2.0,0,0,3,10,1998,0,98075,900000,326,627,326,0,309,778
1521,01.05.15,5,4.0,2.0,0,0,3,10,2008,0,98105,1250000,326,446,251,75,136,157
1522,23.01.15,4,3.0,2.0,0,0,3,10,1997,0,98053,782000,326,2287,326,0,328,2479
1523,27.08.14,4,4.0,2.0,0,0,3,11,2001,0,98059,935000,326,1041,326,0,335,1127
1524,08.12.14,5,4.0,2.0,0,0,3,9,2013,0,98033,1010000,326,1016,326,0,183,696
1525,08.08.14,4,4.0,2.0,0,0,3,10,2001,0,98065,723000,326,861,326,0,343,968
1526,10.06.14,4,4.0,2.0,0,0,3,10,2001,0,98065,695000,326,870,326,0,326,851
1527,09.07.14,4,3.0,2.0,0,0,3,9,2014,0,98059,659950,326,874,326,0,330,876
1528,04.09.14,4,4.0,2.0,0,0,3,8,2010,0,98065,540000,326,558,256,71,287,545
1529,11.03.15,4,4.0,2.0,0,0,3,10,2001,0,98065,729950,326,930,326,0,390,923
1530,04.03.15,4,4.0,2.0,0,0,3,10,2001,0,98065,695000,326,844,326,0,343,889
1531,26.03.15,4,4.0,2.0,0,0,3,9,2009,0,98136,1010000,326,669,242,85,191,576
1532,05.01.15,4,3.0,2.0,0,0,3,7,2006,0,98001,330000,326,558,326,0,259,486
1533,30.06.14,4,3.0,2.0,0,0,3,9,2005,0,98053,780000,325,655,325,0,364,731
1534,12.02.15,3,4.0,2.0,0,0,3,10,2008,0,98075,797000,325,880,325,0,326,728
1535,21.08.14,4,3.0,2.0,0,0,3,10,1977,0,98040,895000,325,1249,219,106,292,1202
1536,11.03.15,4,4.0,2.0,0,2,3,9,2004,0,98115,1010000,325,379,241,85,226,474
1537,17.09.14,5,4.0,2.0,0,0,3,8,2005,0,98065,632500,325,674,257,69,262,587
1538,08.10.14,4,3.0,2.0,0,0,3,9,2004,0,98053,790000,325,699,325,0,364,742
1539,28.06.14,4,5.0,1.0,0,4,5,9,1951,0,98177,1080000,325,813,199,126,289,813
1540,04.08.14,5,4.0,2.0,0,0,3,10,1996,0,98075,815000,325,1003,325,0,289,1007
1541,24.07.14,4,4.0,2.0,0,0,3,10,1987,0,98008,798000,325,954,325,0,325,991
1542,26.01.15,5,4.0,2.0,0,0,3,8,1967,1990,98053,750000,325,9433,325,0,302,3591
1543,17.09.14,6,5.0,2.0,0,0,3,7,1980,0,98155,350000,325,790,325,0,144,786
1544,21.01.15,6,5.0,2.0,0,0,3,7,1980,0,98155,682500,325,790,325,0,144,786
1545,24.10.14,4,4.0,2.0,0,0,3,10,1996,0,98033,1380000,325,885,229,97,294,557
1546,02.02.15,6,5.0,2.0,0,0,3,7,1980,0,98155,592500,325,790,325,0,144,786
1547,03.12.14,6,3.0,2.0,0,0,5,8,1909,0,98117,865000,325,479,226,99,133,359
1548,18.03.15,4,3.0,2.0,0,2,3,9,2005,0,98065,655000,325,1051,325,0,296,746
1549,05.06.14,4,4.0,2.0,0,0,3,9,1994,0,98006,799000,325,794,232,93,218,954
1550,31.03.15,5,4.0,2.0,0,0,3,11,2001,0,98059,972800,325,972,325,0,325,1091
1551,04.11.14,4,4.0,2.0,0,0,3,10,2000,0,98112,1050000,325,372,238,87,178,372
1552,26.09.14,4,4.0,2.0,0,0,3,10,1999,0,98040,1350000,325,885,325,0,244,885
1553,22.07.14,4,3.0,2.0,0,2,3,10,1995,0,98027,917000,325,1012,325,0,355,1257
1554,23.05.14,4,3.0,2.0,0,0,3,9,2005,0,98053,788600,325,669,325,0,364,712
1555,08.07.14,5,3.0,2.0,0,2,3,9,1927,2007,98126,970000,325,468,274,51,135,468
1556,11.07.14,4,3.0,2.0,0,0,3,9,2004,0,98053,790000,325,855,325,0,371,799
1557,23.06.14,5,4.0,2.0,0,0,3,10,1996,0,98006,905000,325,944,239,86,273,999
1558,20.05.14,4,3.0,1.0,0,4,4,9,1938,0,98146,879950,325,1289,170,155,275,1394
1559,27.04.15,4,4.0,2.0,0,0,3,9,2010,0,98053,840000,325,554,325,0,315,637
1560,24.10.14,4,3.0,2.0,0,0,3,9,2004,0,98053,775000,325,579,325,0,323,671
1561,11.11.14,4,4.0,2.0,0,0,3,9,2014,0,98006,998000,325,4048,265,60,338,3768
1562,26.08.14,4,3.0,2.0,0,0,4,8,1969,0,98023,414000,324,839,324,0,236,781
1563,03.02.15,5,3.0,2.0,0,0,3,10,2005,0,98075,759000,324,765,324,0,323,681
1564,26.08.14,4,4.0,2.0,0,0,3,9,2001,0,98038,728000,324,8132,324,0,223,5173
1565,20.08.14,2,2.0,1.0,0,3,3,10,1980,0,98006,952000,324,8263,216,109,324,3735
1566,08.01.15,3,3.0,1.0,0,3,5,9,1960,0,98105,1620000,324,870,164,160,338,690
1567,03.06.14,5,4.0,2.0,0,4,3,9,1980,0,98177,941500,324,900,229,96,286,1254
1568,08.05.15,5,4.0,1.0,0,1,4,10,1968,0,98040,1300000,324,1417,180,144,317,1457
1569,19.11.14,3,3.0,3.0,0,0,3,9,1924,0,98102,1050000,324,418,295,30,264,376
1570,28.01.15,5,4.0,2.0,0,0,3,8,1996,0,98052,830000,324,2024,324,0,285,728
1571,06.05.14,4,3.0,2.0,0,0,4,10,1928,0,98199,1230000,324,642,212,112,236,578
1572,18.12.14,3,4.0,2.0,0,0,3,9,2009,0,98112,1620000,324,372,239,86,175,372
1573,22.04.15,3,3.0,1.0,1,4,3,10,1968,0,98074,2000000,324,1958,213,112,165,1417
1574,16.04.15,4,3.0,2.0,0,0,4,8,1976,0,98058,449950,324,781,324,0,216,811
1575,19.06.14,4,3.0,2.0,0,0,3,8,2003,0,98042,320000,324,465,324,0,270,467
1576,10.06.14,4,4.0,2.0,0,0,3,10,2006,0,98075,745000,324,653,324,0,321,638
1577,13.05.14,4,3.0,2.0,0,3,3,11,2000,0,98006,975000,324,696,324,0,303,784
1578,10.10.14,5,3.0,1.0,0,4,4,9,1958,0,98005,915000,324,1752,171,153,250,1080
1579,17.11.14,4,4.0,2.0,0,0,3,9,2014,0,98103,1310000,324,523,243,82,180,465
1580,18.09.14,4,3.0,2.0,0,0,4,9,1990,0,98077,734000,324,1721,324,0,265,1721
1581,26.01.15,5,4.0,1.0,0,0,4,8,1957,0,98006,610000,324,2175,176,149,247,1152
1582,08.07.14,3,3.0,2.0,1,4,4,9,1939,1991,98125,1680000,324,775,200,125,278,1218
1583,12.05.14,4,4.0,2.0,0,0,3,9,2012,0,98004,1260000,324,852,324,0,168,787
1584,20.08.14,3,3.0,2.0,0,2,3,9,2009,0,98070,692000,324,2622,208,116,197,5263
1585,09.04.15,4,3.0,2.0,0,0,3,9,2007,0,98072,680000,324,342,265,59,320,335
1586,29.04.15,5,3.0,2.0,0,0,3,9,2009,0,98011,715000,324,566,324,0,267,551
1587,23.04.15,3,3.0,2.0,0,0,3,8,2009,0,98059,630000,324,1153,241,84,162,1343
1588,21.05.14,4,3.0,2.0,0,0,3,10,1998,0,98074,815000,324,893,324,0,335,1012
1589,06.05.15,5,3.0,1.0,0,0,4,8,1972,0,98027,780000,323,6882,184,139,243,6113
1590,01.06.14,4,4.0,2.0,0,0,3,9,1926,2010,98144,1510000,323,672,240,84,221,524
1591,18.12.14,4,3.0,2.0,0,0,3,10,1989,0,98053,895000,323,3623,323,0,337,3373
1592,19.05.14,4,3.0,2.0,0,0,3,11,1988,0,98072,810000,323,5506,323,0,272,3662
1593,07.10.14,4,3.0,2.0,0,0,3,11,1995,0,98027,878000,323,1247,323,0,306,896
1594,18.02.15,5,3.0,2.0,0,0,3,8,2012,0,98059,590000,323,616,323,0,260,874
1595,10.07.14,5,3.0,2.0,0,0,3,8,1979,0,98006,860000,323,855,323,0,291,855
1596,09.05.14,5,3.0,1.0,0,0,4,8,1976,0,98027,532000,323,5344,217,106,188,3805
1597,12.11.14,4,3.0,2.0,0,0,4,11,1984,0,98005,1190000,323,1130,323,0,368,1566
1598,05.11.14,4,4.0,3.0,0,0,3,8,2014,0,98109,1850000,323,558,323,0,204,379
1599,05.09.14,4,3.0,2.0,0,0,3,9,2000,0,98052,852500,323,587,219,104,336,486
1600,06.05.14,5,4.0,2.0,0,0,4,8,1983,0,98075,650000,323,3403,231,92,236,3337
1601,27.03.15,5,4.0,2.0,0,2,3,10,2004,0,98092,480000,323,1192,269,55,316,917
1602,08.05.15,4,3.0,2.0,0,2,4,10,1979,0,98004,1580000,323,1858,244,79,350,1884
1603,17.09.14,4,3.0,1.0,0,0,4,9,1977,0,98042,490000,323,1180,184,139,323,1317
1604,24.03.15,4,4.0,1.0,0,4,3,9,1951,2013,98004,2500000,323,1380,174,150,444,1717
1605,27.05.14,5,3.0,2.0,0,0,4,8,1964,0,98040,970000,323,1411,323,0,282,1325
1606,08.07.14,3,3.0,1.0,0,0,4,7,1941,1998,98177,950000,323,725,163,161,280,922
1607,07.04.15,4,4.0,2.0,0,0,3,9,2015,0,98112,1800000,323,372,229,95,243,372
1608,04.08.14,4,3.0,2.0,0,0,3,9,2003,0,98053,808000,323,582,323,0,324,616
1609,04.08.14,5,4.0,2.0,0,0,3,9,2014,0,98074,864327,323,605,323,0,312,502
1610,16.03.15,4,3.0,2.0,0,2,3,9,2014,0,98116,1220000,322,441,220,102,225,442
1611,26.08.14,4,3.0,2.0,0,0,3,7,1993,0,98019,598600,322,19762,192,130,220,21739
1612,15.03.15,4,3.0,2.0,0,0,3,9,2005,0,98065,730000,322,1326,322,0,321,872
1613,06.05.14,6,3.0,2.0,0,0,3,7,1924,0,98028,475000,322,10930,322,0,197,1589
1614,13.04.15,7,4.0,2.0,0,0,4,9,1980,0,98007,950000,322,1512,322,0,283,1255
1615,14.07.14,4,3.0,2.0,0,1,3,9,1906,2002,98122,1730000,322,743,219,103,280,743
1616,01.04.15,4,4.0,2.0,0,0,3,11,2007,0,98199,1450000,322,797,232,90,180,736
1617,11.06.14,4,3.0,2.0,0,0,3,10,1995,0,98077,875000,322,2984,322,0,353,3270
1618,05.03.15,5,3.0,2.0,0,0,3,8,1978,0,98074,599000,322,1116,322,0,206,1142
1619,05.01.15,3,3.0,3.0,1,4,3,11,1989,2000,98034,2150000,322,893,322,0,384,1104
1620,05.09.14,5,3.0,2.0,0,0,4,8,1978,0,98042,455000,322,2622,259,63,188,2619
1621,21.04.15,4,4.0,2.0,0,0,3,10,2005,0,98033,1500000,322,485,263,59,287,628
1622,20.07.14,3,3.0,2.0,0,3,3,10,1988,0,98040,1050000,322,1122,238,85,334,1643
1623,26.09.14,4,3.0,2.0,0,0,3,10,1993,0,98027,920000,322,934,322,0,406,1149
1624,08.08.14,4,3.0,2.0,0,0,4,10,1963,0,98040,994000,322,1900,322,0,312,2040
1625,02.10.14,4,3.0,2.0,0,0,3,9,1927,0,98119,1300000,322,387,230,92,212,506
1626,03.11.14,4,3.0,1.0,0,0,4,8,1962,0,98005,772000,322,6518,163,160,274,4048
1627,20.08.14,3,4.0,3.0,0,0,3,9,2008,0,98034,834800,322,388,322,0,319,397
1628,29.07.14,4,4.0,1.0,0,3,3,11,1989,0,98006,1320000,322,1101,211,112,363,1231
1629,03.12.14,4,4.0,2.0,0,3,3,8,1979,0,98125,810000,322,687,234,88,219,980
1630,21.10.14,4,3.0,2.0,0,0,3,9,2005,0,98065,672500,322,618,322,0,254,574
1631,27.04.15,3,3.0,2.0,0,0,3,7,2001,0,98056,467000,322,612,322,0,231,587
1632,19.08.14,4,4.0,2.0,0,1,3,10,1950,1998,98115,1750000,322,720,281,41,282,807
1633,24.07.14,3,4.0,2.0,0,0,3,10,1986,0,98077,845000,322,1463,322,0,311,1378
1634,18.07.14,4,3.0,1.0,0,4,4,9,1974,0,98006,1090000,322,1055,165,156,297,1289
1635,12.05.14,4,4.0,2.0,0,0,3,10,2004,0,98103,1320000,322,371,238,84,173,372
1636,10.04.15,5,4.0,2.0,0,0,3,10,2012,0,98056,980000,322,502,263,59,176,502
1637,25.09.14,3,3.0,2.0,0,0,3,9,1988,0,98077,730000,322,1220,238,84,322,1168
1638,12.04.15,4,3.0,2.0,0,0,3,10,1987,0,98074,746500,322,901,322,0,292,988
1639,19.12.14,8,4.0,2.0,0,0,3,7,1987,0,98105,808000,322,428,266,56,202,349
1640,13.01.15,4,3.0,2.0,0,0,4,8,1932,1986,98022,460000,322,1224,322,0,139,713
1641,24.11.14,5,3.0,2.0,0,0,3,9,2011,0,98074,858450,322,741,322,0,315,616
1642,26.06.14,4,4.0,2.0,0,0,3,11,2013,0,98059,971971,322,626,322,0,310,569
1643,10.07.14,3,3.0,2.0,0,0,3,10,2007,0,98116,1250000,322,497,265,57,229,588
1644,07.11.14,4,4.0,2.0,0,0,3,10,2010,0,98075,855000,322,716,322,0,314,694
1645,23.03.15,4,3.0,2.0,0,0,3,10,2002,0,98010,720000,321,3688,321,0,311,3694
1646,23.12.14,5,3.0,2.0,0,0,3,9,2004,0,98023,380000,321,921,321,0,266,903
1647,26.06.14,4,4.0,2.0,0,0,3,10,2007,0,98006,1050000,321,728,321,0,299,796
1648,22.10.14,4,4.0,2.0,0,0,3,8,1994,0,98136,850000,321,604,228,93,163,604
1649,29.04.15,4,3.0,2.0,0,0,3,9,1997,0,98077,805000,321,3110,321,0,262,3276
1650,23.04.15,4,4.0,2.0,0,0,3,10,2006,0,98103,990000,321,459,239,82,175,501
1651,06.06.14,4,4.0,2.0,0,3,4,10,1960,2001,98166,1040000,321,1045,226,95,224,1812
1652,04.03.15,5,3.0,2.0,0,0,3,11,1992,0,98052,950000,321,3335,321,0,321,2493
1653,31.12.14,3,4.0,2.0,0,0,3,11,1989,0,98166,755000,321,1449,250,71,331,1398
1654,30.04.15,5,4.0,2.0,0,3,3,9,2001,0,98022,525000,321,1773,321,0,239,1581
1655,23.07.14,3,3.0,3.0,0,0,4,8,1927,1975,98116,685000,321,743,276,45,175,570
1656,22.09.14,4,3.0,2.0,0,0,4,9,1964,0,98004,1390000,321,1617,203,118,350,1815
1657,14.01.15,5,4.0,2.0,0,0,5,9,1905,0,98122,1380000,321,591,173,148,215,465
1658,26.11.14,4,3.0,2.0,0,0,3,10,1987,0,98052,832500,321,3262,321,0,289,3336
1659,20.07.14,4,4.0,2.0,0,4,4,10,1993,0,98122,1670000,321,780,245,75,296,482
1660,18.06.14,5,4.0,1.0,0,0,5,8,1972,0,98033,850000,321,2632,218,102,245,1392
1661,01.04.15,3,3.0,2.0,0,0,3,10,1987,0,98072,905000,321,4534,321,0,261,3814
1662,07.05.15,4,4.0,2.0,0,0,3,10,2004,0,98058,590000,321,639,256,65,321,639
1663,24.03.15,3,3.0,2.0,0,3,4,9,1925,0,98199,1300000,321,497,241,80,270,497
1664,18.06.14,3,3.0,2.0,0,0,3,10,1983,0,98074,688000,321,1506,321,0,291,1129
1665,27.01.15,3,3.0,1.0,0,4,4,9,1949,1993,98177,2230000,321,1556,182,138,299,1164
1666,29.04.15,4,3.0,2.0,0,0,3,9,2000,0,98072,840000,321,4016,321,0,282,4692
1667,07.11.14,4,4.0,2.0,0,0,3,8,2008,0,98178,445000,321,465,321,0,132,465
1668,16.06.14,4,4.0,2.0,0,0,3,9,2014,0,98074,852880,321,575,321,0,281,499
1669,27.03.15,4,4.0,2.0,0,0,3,8,2014,0,98023,430236,320,480,252,68,265,482
1670,22.05.14,4,4.0,2.0,0,0,3,10,1983,0,98033,1050000,320,3255,320,0,320,3255
1671,11.06.14,6,5.0,2.0,0,0,3,8,2007,0,98055,495000,320,418,305,15,130,511
1672,11.11.14,3,4.0,2.0,0,0,3,9,2005,0,98105,1320000,320,379,238,82,289,379
1673,08.10.14,3,3.0,2.0,0,2,3,10,1985,0,98006,855000,320,988,320,0,295,1063
1674,11.11.14,4,3.0,2.0,1,3,5,10,1931,0,98040,2490000,320,2226,210,110,393,1740
1675,25.03.15,4,4.0,2.0,0,4,3,10,2014,0,98116,1350000,320,457,234,86,218,480
1676,17.08.14,3,3.0,2.0,0,0,3,11,1991,0,98023,610000,320,1688,320,0,371,1881
1677,15.04.15,4,3.0,2.0,0,0,3,9,1994,0,98053,785000,320,5222,320,0,293,4129
1678,17.11.14,5,3.0,1.0,0,2,4,8,1958,0,98166,554000,320,1199,160,160,195,999
1679,02.10.14,4,3.0,2.0,0,0,3,9,1982,0,98077,725000,320,1323,320,0,302,1707
1680,07.11.14,4,3.0,2.0,0,0,3,10,2006,0,98038,616000,320,643,320,0,297,643
1681,13.05.14,7,4.0,2.0,0,0,3,7,1970,0,98103,550000,320,753,320,0,132,145
1682,08.07.14,4,4.0,2.0,0,0,4,8,2002,0,98198,455000,320,558,320,0,154,725
1683,17.12.14,4,3.0,2.0,0,0,3,10,2014,0,98056,730000,320,757,320,0,238,773
1684,05.11.14,3,3.0,2.0,0,3,4,10,1979,0,98006,740000,320,4124,204,116,322,3735
1685,23.06.14,4,4.0,2.0,0,0,3,11,2006,0,98029,905000,320,712,320,0,333,602
1686,27.04.15,4,4.0,2.0,0,0,3,11,2006,0,98199,1310000,320,465,238,82,287,952
1687,08.04.15,4,3.0,2.0,1,4,3,8,2012,0,98155,1950000,320,1353,202,118,295,1098
1688,26.09.14,3,3.0,2.0,0,0,3,9,1990,0,98038,560000,320,9635,320,0,252,10485
1689,21.04.15,5,3.0,1.0,0,2,4,9,1976,0,98003,549000,320,1148,164,156,320,1186
1690,25.11.14,5,3.0,2.0,0,2,5,9,1901,0,98122,1230000,320,465,320,0,262,465
1691,24.02.15,3,2.0,2.0,0,0,5,8,1974,0,98058,430000,320,969,320,0,201,781
1692,23.03.15,4,3.0,2.0,0,0,3,10,1988,0,98053,853000,320,3255,320,0,298,3253
1693,18.02.15,4,3.0,2.0,0,0,3,10,2001,0,98059,781500,320,588,320,0,308,607
1694,07.04.15,4,4.0,2.0,0,0,3,10,2006,0,98040,1330000,320,909,320,0,223,1022
1695,16.10.14,4,4.0,3.0,0,0,3,9,2014,0,98112,1290000,320,353,320,0,164,353
